time,direction,entry,sl,lot,pnl_bruto,costo,pnl_neto,tps_hit,sl_hit,result,capital
2026-01-16 01:15:00+00:00,LONG,91.55666,91.34733,4.65,648.94,32.55,616.39,1,True,BREAKEVEN,49284.18
2026-01-16 03:00:00+00:00,LONG,90.38293,90.20186,5.44,2829.54,38.08,2791.46,3,True,WIN,52075.64
2026-01-20 01:00:00+00:00,SHORT,94.64687,94.75975,9.23,2042.1,64.61,1977.49,3,True,WIN,54053.13
2026-01-20 05:06:00+00:00,LONG,92.64148,92.50396,7.86,3105.01,55.02,3049.99,3,False,WIN,57103.12
2026-01-20 08:33:00+00:00,LONG,93.51182,93.32464,6.1,3279.93,42.7,3237.23,3,True,WIN,60340.35
2026-01-21 01:00:00+00:00,SHORT,94.78444,94.93189,8.18,2622.14,57.26,2564.88,3,True,WIN,62905.23
2026-01-21 02:57:00+00:00,SHORT,95.54624,95.72348,7.1,2883.64,49.7,2833.94,3,False,WIN,65739.17
2026-01-21 07:30:00+00:00,LONG,94.08705,93.9841,12.77,3776.49,89.39,3687.1,3,True,WIN,69426.27
2026-01-23 03:00:00+00:00,SHORT,97.2774,97.4258,9.36,3026.07,65.52,2960.55,3,True,WIN,72386.82
2026-01-23 04:45:00+00:00,SHORT,99.1557,99.3444,7.67,3367.64,53.69,3313.95,3,True,WIN,75700.77
2026-01-23 06:27:00+00:00,LONG,98.52465,98.44729,19.57,4348.65,136.99,4211.66,3,True,WIN,79912.43
2026-01-26 07:42:00+00:00,LONG,106.39901,106.10601,5.45,4587.02,38.15,4548.87,3,False,WIN,84461.3
2026-01-27 08:48:00+00:00,SHORT,110.54463,110.81126,6.34,4202.93,44.38,4158.55,3,True,WIN,88619.85
2026-01-28 01:00:00+00:00,LONG,111.37769,111.10838,6.58,-1772.06,46.06,-1818.12,0,True,LOSS,86801.73
2026-01-28 09:36:00+00:00,LONG,113.72571,113.48142,7.11,4989.4,49.77,4939.63,3,True,WIN,91741.36
2026-01-30 01:03:00+00:00,SHORT,117.75021,118.22942,3.83,4877.84,26.81,4851.03,3,True,WIN,96592.4
2026-01-30 03:00:00+00:00,LONG,116.26597,115.90593,5.37,1288.93,37.59,1251.34,1,True,BREAKEVEN,97843.73
2026-01-30 11:45:00+00:00,LONG,95.02333,93.40766,1.21,5615.82,8.47,5607.35,3,True,WIN,103451.08
2026-02-02 01:00:00+00:00,LONG,80.8504,80.09481,2.74,5947.24,19.18,5928.06,3,True,WIN,109379.14
